profile_id,condition,gender,year_birth,race,education,income,party,trust_competent_1,trust_intelligent_1,trust_qualified_1,trust_honest_1,trust_ethical_1,trust_sincere_1,trust_concerned_1,trust_improve_1,trust_considerate_1,trust_feedback_1,trust_transparent_1,trust_attention_1,funding_5,inst_trust_epa_1,inst_trust_nasa_1,inst_trust_noaa_1,inst_trust_uni_1,inst_trust_gov_1,policy_1_1,policy_2_1,policy_3_1,policy_4_1,trust_post_1,distrust_1,donation,newsletter,belief_post_1,concern_1_1,concern_2_1,concern_3_1,individual_meat_1,individual_transport_1,individual_solar_1,individual_fly_1,individual_talk_1,individual_donate_1,policy_general_1,policy_specific_1_1,policy_specific_2_1,policy_specific_3_1,policy_specific_4_1,policy_specific_5_1,policy_specific_6_1,policy_specific_7_1
p00431,Portrait Prof. Cherry,Female,1991,Black / African American,Less than high school,"Less than $30,000",Republican,40,20,10,35,25,20,15,30,35,15,15,25,40,10,15,15,10,85,60,60,55,25,10,10,1,2,55,40,35,30,30,35,50,35,50,55,40,65,55,60,10,70,40,70
p00432,Interview Prof. Sebille,Male,1961,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,90,50,50,40,70,80,80,50,50,70,50,70,30,40,20,60,70,40,30,30,40,30,60,80,1,1,40,10,40,20,30,20,20,90,10,10,10,30,30,40,40,40,30,40
p00433,Extreme weather predictions,Male,1998,Asian / Asian American,Bachelor's degree,"$168,000 or more",Democrat,100,85,80,85,95,85,75,60,65,85,75,35,90,85,100,30,80,50,75,95,35,75,80,20,3,1,90,45,60,60,95,35,80,70,95,0,65,30,70,60,35,70,40,55
p00435,High public trust,Male,1992,Other,Less than high school,"$30,000 to $55,999",Republican,0,5,95,10,95,15,5,0,40,85,15,0,15,25,5,0,35,0,15,70,40,10,40,20,1,1,85,0,10,20,15,0,45,85,35,15,15,100,15,50,20,20,35,30
p00436,Peer-review,Female,1985,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,30,40,40,80,60,50,70,50,50,80,60,40,50,80,50,90,60,60,60,80,20,40,50,50,1,2,90,100,60,40,60,100,50,30,10,20,50,50,60,40,90,90,80,80
p00437,Scientist community helpers,Female,2008,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,85,87,86,84,85,86,89,87,75,88,82,79,92,60,79,82,66,77,79,90,76,79,77,51,1,2,92,83,77,80,89,77,87,92,77,85,83,89,86,82,87,88,86,91
p00438,Portrait Prof. Cherry,Male,1989,Black / African American,High school diploma / GED,"$100,000 to $167,999",Republican,30,10,25,20,55,100,35,65,25,35,85,0,55,5,10,0,0,0,45,55,50,30,95,95,4,2,20,75,65,30,100,0,35,100,50,55,85,25,40,55,45,55,50,60
p00440,Model accuracy,Male,1990,Black / African American,High school diploma / GED,"$30,000 to $55,999",Democrat,70,70,75,60,45,45,80,95,100,50,0,95,95,90,80,0,80,0,0,45,100,80,20,100,2,2,75,65,100,100,55,15,55,30,100,90,45,55,70,80,95,70,10,25
p00441,Peer-review,Female,1959,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,65,15,75,60,90,40,65,20,20,15,50,60,45,55,60,70,60,20,20,25,25,10,45,25,1,2,70,15,10,50,75,20,65,45,85,20,35,20,50,25,20,40,55,45
p00442,Social justice,Female,1984,Black / African American,High school diploma / GED,"$100,000 to $167,999",Democrat,50,75,45,80,95,90,50,85,60,50,80,45,95,60,65,65,35,60,85,75,95,100,75,35,0,2,90,100,100,85,25,30,85,50,35,25,80,75,85,85,95,65,95,50
p00443,Funding,Male,1953,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,66,57,26,61,43,89,59,61,21,78,60,27,87,83,77,75,9,36,60,86,8,70,90,11,1,2,33,76,94,66,87,29,79,39,87,6,64,27,6,57,69,27,42,61
p00444,Interview Prof. Maraun,Female,1984,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,74,100,100,100,100,40,67,98,94,94,88,94,100,41,88,40,71,70,85,90,96,100,68,9,2,2,89,100,100,90,53,28,50,44,30,60,100,100,91,100,100,91,67,86
p00445,Measurement & modeling (1),Female,1989,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,44,66,62,70,27,60,71,90,85,19,98,64,99,54,70,68,39,45,65,59,41,43,81,61,1,2,87,97,100,100,100,97,78,100,58,100,97,86,76,100,78,98,100,100
p00446,Corporate reliance,Male,1958,White / Caucasian,Doctorate degree / Ph.D.,"$100,000 to $167,999",Republican,40,20,95,30,80,85,55,70,70,25,80,100,100,0,75,45,35,45,30,40,55,15,85,30,0,1,5,60,80,0,0,20,5,10,10,25,50,60,0,30,20,100,75,20
p00447,control,Female,1963,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Republican,35,60,60,45,55,55,45,40,40,70,50,50,55,65,40,65,0,25,25,65,30,15,30,75,9,2,0,30,55,35,15,10,10,15,15,20,10,20,15,0,20,10,5,60
p00448,Measurement & modeling (2),Male,1968,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Republican,100,75,100,50,50,50,100,50,50,50,100,75,75,50,75,50,25,50,50,50,50,50,50,25,1,2,50,0,50,25,25,50,0,25,0,50,50,25,25,25,25,0,25,50
p00449,Former skeptics,Female,2003,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Democrat,60,30,70,10,40,50,40,30,40,60,80,70,80,70,60,90,80,90,90,90,80,90,70,20,5,2,90,70,80,90,90,70,50,50,50,10,70,90,80,60,90,90,70,90
p00450,Social justice,Male,1970,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,45,45,70,85,50,70,50,65,70,70,60,50,75,30,25,60,65,45,65,10,55,60,20,15,7,2,50,90,25,75,85,65,65,25,60,40,35,55,80,35,20,40,50,50
p00451,Model accuracy,Female,1962,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,10,10,0,80,30,20,90,20,10,40,20,30,0,0,80,20,20,50,20,20,30,20,10,60,0,2,0,30,0,0,0,10,20,10,20,90,60,10,30,10,20,20,10,20
p00452,Social justice,Male,1993,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Republican,30,90,0,0,20,0,20,0,60,0,10,0,30,20,10,0,30,20,100,50,80,70,0,20,3,2,20,0,0,0,10,20,30,10,10,0,60,0,30,10,10,20,0,0
p00453,Interview Prof. Sebille,Male,1972,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,90,20,70,20,20,80,40,20,20,10,10,10,40,90,40,0,30,0,40,30,30,60,20,60,1,2,10,40,0,40,100,90,60,20,0,30,30,50,0,50,30,10,10,70
p00454,Extreme weather predictions,Male,1986,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,90,80,85,90,80,70,80,90,80,80,85,75,15,85,85,90,90,80,90,90,75,80,90,15,8,1,80,80,65,40,85,85,45,70,30,15,75,80,80,70,80,60,85,75
p00455,Consensus,Male,1980,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Democrat,20,22,10,74,57,55,19,19,12,56,43,7,50,67,96,6,24,9,87,72,43,73,56,36,3,2,68,61,83,51,37,34,29,46,97,44,49,68,55,34,63,76,13,90
p00456,Former skeptics,Female,1946,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,40,30,60,30,60,70,40,60,20,50,30,70,70,40,80,30,20,70,40,80,40,10,40,20,2,2,30,40,10,50,10,10,30,20,20,20,40,70,10,10,80,60,20,10
p00457,Extreme weather predictions,Male,1964,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,45,56,54,83,21,87,68,73,65,45,18,78,22,46,46,53,89,66,23,53,14,63,85,70,3,2,37,34,16,54,58,44,11,39,14,9,66,83,49,42,45,50,47,48
p00458,Model accuracy,Male,1941,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,55,45,45,30,5,30,25,60,95,25,55,45,55,55,35,30,45,55,50,95,55,40,25,5,0,2,40,85,0,5,30,50,95,90,45,65,45,45,0,10,45,45,50,35
p00459,control,Female,1993,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,20,30,80,20,40,10,40,20,50,40,10,40,20,10,20,20,30,10,60,60,70,30,20,20,3,2,80,10,60,50,60,70,40,80,20,50,30,40,30,30,40,60,60,30
p00460,Former skeptics,Female,1964,Black / African American,High school diploma / GED,"$100,000 to $167,999",Democrat,50,50,30,30,55,45,15,70,40,55,60,10,60,45,65,65,35,55,50,60,85,45,45,50,6,1,65,70,80,45,35,55,70,55,35,85,90,70,85,85,65,55,70,40
p00461,Model accuracy,Female,2005,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Democrat,70,60,100,80,90,80,80,60,90,100,70,70,50,80,70,100,80,100,90,50,90,80,80,40,10,1,90,40,90,80,90,80,100,100,90,60,90,90,90,100,30,90,80,100
p00462,Interview Prof. Maraun,Female,1973,Black / African American,Some college or Associate's degree,"Less than $30,000",Democrat,60,90,70,80,80,70,70,100,80,80,80,80,90,80,70,80,80,60,90,70,100,70,70,30,1,2,100,80,80,100,50,70,50,60,50,70,90,60,90,90,90,100,90,70
p00463,Social justice,Female,1994,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Democrat,90,90,90,80,90,90,80,90,90,80,70,90,80,80,60,50,80,60,80,90,90,80,90,20,10,1,90,90,80,90,90,70,80,90,90,80,90,80,80,60,80,90,90,90
p00464,control,Male,1999,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,80,95,95,80,60,85,65,90,90,90,100,65,95,55,40,40,45,75,60,70,65,70,65,10,6,2,80,80,80,70,65,75,75,70,45,65,65,75,80,65,75,75,65,75
p00465,Measurement & modeling (2),Male,1948,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,85,60,85,80,70,70,80,45,50,90,60,75,65,60,65,70,80,60,80,30,50,40,60,20,7,2,45,35,70,40,40,40,35,40,70,45,45,40,15,40,30,25,10,15
p00466,control,Male,1974,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Republican,15,10,10,20,20,20,15,20,15,10,25,25,20,20,10,20,20,20,40,35,10,45,20,80,1,2,20,10,35,20,20,10,15,15,15,20,15,40,35,20,15,20,35,30
p00467,Corporate reliance,Male,1981,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,80,55,65,55,80,35,80,45,45,70,80,65,90,90,75,85,55,45,80,50,50,50,80,50,1,2,40,65,20,35,10,40,45,70,30,45,55,35,75,15,50,40,40,85
p00468,control,Male,1974,Asian / Asian American,Master's degree / Professional degree,"$168,000 or more",Republican,80,50,70,85,85,70,85,60,60,60,75,60,65,55,55,70,75,65,20,45,70,90,65,35,1,2,70,80,90,90,20,15,15,70,10,10,85,45,60,50,55,45,75,70
p00470,Social justice,Male,1981,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican,70,90,40,90,100,60,50,60,60,70,80,60,70,60,40,50,50,60,20,20,70,60,80,30,2,2,60,20,20,50,20,20,10,10,0,20,60,50,30,50,40,50,20,30
p00471,Corporate reliance,Female,1993,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,100,100,95,70,85,85,80,90,55,95,90,95,65,40,55,95,80,80,60,50,80,95,70,20,0,2,85,80,75,95,10,65,50,60,5,25,65,75,90,80,35,95,85,70
p00472,Extreme weather predictions,Male,1958,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,70,20,100,70,30,50,30,80,70,20,90,10,50,50,40,20,30,40,90,100,100,100,40,100,6,1,80,100,90,90,50,50,90,100,60,60,50,50,80,70,70,50,80,60
p00473,Model accuracy,Male,1966,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat,80,70,50,40,80,65,80,55,45,45,45,45,35,35,45,45,70,55,45,45,35,55,45,10,0,2,70,50,80,45,30,40,70,50,10,30,40,50,60,40,55,55,45,25
p00474,Peer-review,Female,1969,Black / African American,High school diploma / GED,"$56,000 to $99,999",Democrat,30,100,30,90,45,25,5,10,90,50,30,65,85,45,50,100,65,0,70,75,100,80,50,80,1,2,90,50,70,80,15,0,25,5,80,40,35,100,45,85,5,45,15,55
p00475,High public trust,Male,1980,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Democrat,80,85,65,65,80,35,45,60,65,90,30,60,80,75,50,60,65,90,25,80,65,80,90,15,5,1,70,65,65,70,80,70,60,60,80,40,65,35,70,35,85,75,65,55
p00476,Funding,Female,1952,White / Caucasian,Doctorate degree / Ph.D.,"$30,000 to $55,999",Democrat,81,21,82,50,78,56,92,83,72,68,87,87,84,20,86,76,73,93,96,81,100,69,93,15,8,1,84,79,61,87,31,69,96,67,86,47,64,68,95,85,60,94,89,89
p00477,Funding,Female,2004,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,50,40,20,50,40,70,60,40,20,60,50,50,50,40,40,10,80,30,90,90,60,70,40,20,6,2,20,60,30,90,80,80,70,20,90,70,70,50,40,80,60,90,60,70
p00478,Funding,Male,1960,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,58,9,82,55,7,22,17,20,11,17,7,6,16,56,4,50,37,32,3,18,15,13,32,86,2,1,83,15,7,27,33,39,14,38,19,15,5,11,1,3,5,46,36,22
p00479,Measurement & modeling (2),Female,1965,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,51,69,58,45,84,59,50,44,62,92,20,39,49,4,46,58,30,46,23,51,38,23,66,40,0,1,15,4,17,2,30,40,29,31,22,24,14,5,48,6,60,4,16,52
p00480,Consensus,Male,1988,White / Caucasian,Less than high school,"$30,000 to $55,999",Republican,20,20,30,20,10,10,20,10,50,20,30,20,20,20,20,20,20,20,40,10,30,20,10,90,3,2,10,20,10,40,10,50,10,40,10,70,10,40,70,80,60,30,40,20
p00481,Interview Prof. Sebille,Female,1969,Black / African American,Bachelor's degree,"$56,000 to $99,999",Democrat,50,90,50,80,90,80,90,100,40,70,70,50,70,80,100,60,80,70,70,100,80,80,70,10,2,1,80,100,60,90,70,40,10,20,10,0,80,90,70,100,80,60,50,100
p00482,Social justice,Male,1979,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican,50,40,60,55,25,45,45,30,50,25,45,50,80,60,55,50,40,40,50,0,10,30,40,5,2,2,30,65,0,15,20,5,10,55,0,15,15,35,20,55,25,5,30,10
p00483,Social justice,Male,2001,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,87,91,82,83,77,91,84,85,76,80,82,92,78,65,67,60,84,59,82,63,64,89,79,24,3,2,62,82,84,77,80,84,80,66,85,63,78,85,78,92,77,83,77,89
p00484,Extreme weather predictions,Female,1955,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,75,90,95,95,85,90,75,50,50,50,60,60,100,95,35,95,65,65,75,70,70,75,90,75,0,1,95,65,100,60,95,50,35,95,95,35,100,60,80,60,75,80,60,80
p00485,control,Female,1972,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,15,85,15,90,70,100,85,55,100,65,100,70,90,0,50,100,100,90,95,100,100,40,80,50,3,2,95,45,60,95,65,75,5,55,20,10,75,80,65,95,75,40,85,65
p00487,control,Male,2001,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,80,70,90,80,80,70,50,50,80,80,60,80,40,80,60,50,80,60,60,60,30,40,90,60,3,2,50,70,90,90,40,50,50,50,60,40,80,80,80,90,90,80,40,60
p00488,Portrait Prof. Cherry,Male,1944,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,10,50,47,65,45,59,74,61,60,72,10,31,38,74,37,10,24,34,30,24,41,12,12,42,0,1,57,96,31,48,4,52,54,90,7,11,47,10,31,94,3,48,37,55
p00491,Measurement & modeling (2),Female,1996,Asian / Asian American,Master's degree / Professional degree,"$100,000 to $167,999",Republican,93,92,100,71,100,72,100,92,93,88,99,45,86,84,73,62,90,88,83,83,98,96,77,36,3,2,64,89,64,25,35,19,35,0,60,78,100,49,23,45,51,46,68,55
p00493,Scientist community helpers,Female,1956,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,20,80,80,40,90,40,30,90,20,30,20,50,60,20,90,30,30,0,60,80,100,70,60,50,1,2,100,70,90,60,10,10,50,0,40,100,60,100,60,90,70,60,70,90
p00495,Model accuracy,Female,1956,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,40,100,100,0,70,20,10,20,40,60,10,70,50,50,10,40,50,20,60,80,0,30,80,40,1,2,0,0,30,0,30,20,30,20,30,10,50,30,50,50,30,10,90,40
p00497,Scientist community helpers,Female,2008,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Democrat,80,85,65,85,85,95,60,85,95,95,85,80,75,90,90,70,95,80,90,100,95,85,95,25,4,1,100,55,75,100,45,80,85,80,100,100,80,95,95,95,80,55,70,80
p00498,Measurement & modeling (1),Female,2000,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,25,50,75,50,75,50,25,75,25,50,50,75,75,25,0,25,25,50,75,75,50,75,25,25,3,2,50,25,50,75,50,75,25,50,50,0,75,50,50,50,75,75,50,75
p00499,Model accuracy,Male,1993,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,24,79,53,23,57,69,79,98,51,64,45,46,53,100,17,51,33,77,77,99,99,99,41,2,7,2,44,48,55,43,11,81,21,31,100,54,85,46,100,78,23,96,87,100
p00500,Measurement & modeling (1),Female,1990,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,40,70,60,60,60,50,20,60,70,50,100,70,80,40,30,50,50,40,60,40,50,60,50,40,2,2,60,60,60,60,70,50,70,60,40,80,50,90,90,90,50,70,80,70
p00501,Interview Prof. Maraun,Female,1984,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Republican,60,40,10,90,60,60,50,90,70,50,90,10,50,40,0,50,20,80,50,40,80,80,50,40,1,2,60,70,80,90,30,10,50,10,50,60,60,30,40,20,100,30,50,70
p00502,Measurement & modeling (1),Male,1968,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,50,50,45,95,50,80,65,35,45,50,65,75,30,55,55,30,50,65,20,50,50,15,60,20,5,1,90,45,40,70,20,30,5,15,15,0,50,40,50,65,20,50,60,45
p00503,Social justice,Male,2000,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,85,90,70,80,90,80,80,75,70,35,85,10,85,85,90,75,80,75,50,45,70,75,85,45,8,2,70,70,70,55,65,55,75,65,75,30,80,65,60,65,80,80,60,65
p00504,High public trust,Female,2002,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,0,65,90,85,45,40,75,80,70,25,95,50,95,10,90,80,95,40,30,40,85,65,15,5,1,2,65,90,40,60,75,60,90,40,25,80,90,95,95,20,45,45,85,65
p00505,Peer-review,Female,1996,Asian / Asian American,Bachelor's degree,"Less than $30,000",Republican,40,70,35,35,30,55,90,40,85,50,25,55,30,45,55,15,20,40,85,65,60,65,45,25,5,2,70,60,60,70,45,25,25,55,30,55,55,55,60,85,75,40,85,70
p00506,Oil industry misinformation,Female,1986,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,45,55,50,25,10,50,50,15,20,50,40,35,50,45,50,75,5,50,65,70,55,10,60,10,0,2,70,30,5,75,35,5,20,40,5,10,10,65,75,60,55,70,35,45
p00507,Funding,Female,1999,Asian / Asian American,Bachelor's degree,"$56,000 to $99,999",Republican,50,70,90,60,70,80,50,70,30,90,30,30,80,40,40,30,40,80,40,40,40,50,70,20,2,2,60,10,70,40,20,40,30,50,30,20,10,30,20,30,40,40,70,70
p00508,Portrait Prof. Cherry,Female,1985,Asian / Asian American,Some college or Associate's degree,"$56,000 to $99,999",Independent,89,53,30,43,48,46,36,72,69,21,77,84,79,27,32,26,33,36,23,53,33,16,48,63,6,2,92,68,43,36,33,43,74,88,80,72,81,44,15,85,32,29,33,64
p00509,Social justice,Male,1952,Hispanic / Latino,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,0,50,75,45,85,40,70,0,80,80,80,30,50,45,80,20,80,50,100,40,70,40,55,35,5,2,100,60,70,55,65,50,50,50,80,45,70,50,75,65,40,80,80,65
p00510,Measurement & modeling (1),Female,1973,White / Caucasian,Doctorate degree / Ph.D.,"$100,000 to $167,999",Democrat,70,65,80,85,90,80,75,65,75,80,80,85,80,90,85,90,60,90,90,85,85,70,80,10,7,2,85,80,85,80,90,80,90,90,70,85,75,85,80,85,80,70,90,50
p00511,Former skeptics,Female,1962,Other,Some college or Associate's degree,"$100,000 to $167,999",Republican,70,55,50,50,100,25,15,20,50,5,0,45,90,0,10,5,50,20,50,50,10,0,60,0,6,1,95,15,20,45,80,55,35,20,45,20,50,45,15,55,10,30,15,20
p00512,Scientist community helpers,Female,1950,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,40,80,60,70,80,30,80,50,60,60,30,50,80,30,10,0,70,90,70,80,90,90,80,40,6,2,90,90,90,70,30,50,50,10,50,60,90,90,90,80,80,80,70,90
p00513,Model accuracy,Male,2002,Black / African American,Bachelor's degree,"$56,000 to $99,999",Republican,10,30,60,60,50,30,40,10,50,40,30,60,40,40,30,40,50,30,90,90,40,70,40,50,5,2,60,80,40,70,10,50,50,60,40,50,40,70,40,30,50,20,60,60
p00514,Extreme weather predictions,Male,2002,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,80,80,80,90,90,90,80,80,80,80,80,90,90,90,50,60,60,90,80,70,90,90,80,40,5,1,90,80,80,80,50,50,60,10,60,50,80,90,90,80,90,80,80,90
p00515,Oil industry misinformation,Male,2008,White / Caucasian,Less than high school,"$100,000 to $167,999",Independent,55,25,18,33,72,68,41,82,85,84,81,43,98,70,66,0,11,92,99,93,88,64,56,74,2,1,41,78,69,99,38,59,50,60,81,55,69,72,76,36,58,79,83,79
p00516,Former skeptics,Female,1962,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,30,15,5,15,30,30,0,45,60,55,15,40,70,40,35,50,20,50,5,35,25,40,55,20,1,2,35,10,15,0,5,5,15,20,25,60,15,50,20,35,35,30,15,15
p00517,Oil industry misinformation,Male,2005,Other,High school diploma / GED,"$100,000 to $167,999",Republican,20,10,50,10,30,80,30,60,30,50,70,20,30,20,30,20,20,20,60,10,50,40,10,20,10,2,20,90,20,10,80,70,40,80,70,40,30,30,30,20,10,40,40,90
p00518,Oil industry misinformation,Male,1965,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,40,60,30,40,30,70,60,60,60,60,10,80,60,70,20,30,90,70,70,50,80,30,70,20,0,2,10,20,20,40,10,20,30,40,10,10,30,20,70,20,20,20,30,50
p00519,High public trust,Female,1960,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,15,15,10,40,15,15,40,15,45,25,20,20,35,55,60,20,25,35,60,35,15,70,25,55,2,2,10,75,40,20,20,30,10,15,35,25,20,40,20,90,35,20,45,50
p00520,Peer-review,Male,1965,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,55,60,80,55,80,55,40,80,85,85,85,80,55,85,75,70,55,70,90,90,55,60,70,40,1,2,45,75,65,65,70,60,65,25,60,15,40,85,25,55,90,25,55,90
p00521,Corporate reliance,Female,1951,Hispanic / Latino,Doctorate degree / Ph.D.,"$56,000 to $99,999",Democrat,80,90,85,90,75,80,75,55,85,90,85,90,85,65,85,80,90,90,75,55,70,65,85,10,0,2,80,80,85,90,60,50,65,50,30,65,80,75,60,55,45,25,75,85
p00523,Scientist community helpers,Male,1968,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Republican,9,56,16,34,73,25,71,42,100,99,9,22,17,35,21,44,4,23,11,89,7,8,77,16,3,2,40,85,49,2,10,16,2,8,5,11,24,5,10,84,0,0,15,33
p00524,Interview Prof. Sebille,Male,1962,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,70,70,50,80,60,60,50,100,100,90,80,100,100,100,100,90,90,20,100,60,60,100,100,30,4,1,100,80,40,100,90,60,10,50,80,100,80,90,90,100,90,90,40,100
p00526,Measurement & modeling (2),Male,1997,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican,77,65,71,63,38,61,43,40,88,63,49,13,63,81,55,57,53,22,33,53,60,46,69,26,3,2,57,36,21,55,51,75,4,93,54,36,5,43,40,11,3,74,73,32
p00527,Portrait Prof. Cherry,Female,1971,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Democrat,85,70,75,85,65,55,85,85,85,80,70,70,85,90,90,80,85,90,90,85,85,85,90,65,1,1,90,70,85,90,50,65,55,45,65,70,75,85,90,85,80,90,80,85
p00528,Extreme weather predictions,Male,1996,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,20,90,40,30,40,20,30,20,20,20,20,30,10,60,10,20,70,20,90,90,80,90,30,40,6,2,80,90,80,40,40,60,80,50,70,40,90,90,30,90,90,80,80,80
p00529,Measurement & modeling (2),Female,1987,Asian / Asian American,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,45,65,85,85,75,50,70,70,85,20,45,50,80,20,30,60,80,55,85,90,60,85,35,45,7,1,85,55,65,60,40,40,50,40,45,70,85,90,90,60,90,35,55,80
p00530,Interview Prof. Sebille,Female,1991,Hispanic / Latino,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,60,85,65,85,85,80,90,100,65,85,95,70,90,95,95,90,80,95,80,90,80,90,80,0,3,2,95,85,85,100,85,95,85,95,70,85,95,100,95,90,95,90,95,85
p00531,Peer-review,Male,1996,Black / African American,High school diploma / GED,"$30,000 to $55,999",Democrat,75,100,75,100,75,100,25,75,100,100,100,100,50,50,75,75,75,75,75,100,100,100,75,25,6,1,75,100,100,75,75,75,100,100,75,100,100,100,100,100,100,100,75,100
p00533,Extreme weather predictions,Male,1980,Black / African American,Less than high school,"Less than $30,000",Democrat,90,50,60,50,90,70,80,80,60,40,40,80,80,60,60,40,60,80,80,80,90,80,50,30,1,2,90,80,90,80,40,40,20,40,10,70,80,60,90,90,70,90,80,80
p00535,Consensus,Female,1994,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,61,62,100,85,74,89,100,72,53,72,92,24,91,74,52,97,94,65,86,97,67,87,65,12,5,1,100,98,95,47,100,49,100,74,89,44,91,88,91,85,86,64,90,70
p00536,Model accuracy,Male,1989,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,100,100,100,90,100,100,90,90,100,90,90,100,100,100,70,95,50,95,50,75,30,80,100,75,2,2,95,70,100,100,55,25,60,80,40,65,65,90,85,40,90,50,25,20
p00537,Peer-review,Male,1994,White / Caucasian,Doctorate degree / Ph.D.,"$100,000 to $167,999",Republican,90,80,90,85,75,85,95,90,40,85,50,35,40,55,40,40,95,95,45,60,95,75,60,15,3,2,45,25,95,45,75,15,55,20,15,35,40,40,30,95,55,55,40,75
p00538,Portrait Prof. Cherry,Female,1983,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,70,70,50,70,40,30,40,0,50,60,50,60,90,30,40,40,10,10,90,30,50,50,10,10,0,1,90,40,30,50,50,10,10,30,10,80,20,30,20,40,50,60,10,40
p00540,Measurement & modeling (2),Female,1961,Black / African American,High school diploma / GED,"Less than $30,000",Democrat,61,29,95,42,61,85,92,67,31,78,85,77,90,68,28,29,81,42,80,98,86,89,87,14,3,2,95,81,84,83,57,29,38,27,75,21,89,95,93,98,85,89,97,76
p00541,High public trust,Male,1970,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,90,80,80,80,90,80,90,80,90,90,80,60,90,90,60,70,90,50,70,60,80,60,70,40,6,2,80,80,60,60,10,40,80,70,70,50,80,80,80,60,90,80,70,80
