profile_id,condition,gender,year_birth,race,education,income,party,trust_competent_1,trust_intelligent_1,trust_qualified_1,trust_honest_1,trust_ethical_1,trust_sincere_1,trust_concerned_1,trust_improve_1,trust_considerate_1,trust_feedback_1,trust_transparent_1,trust_attention_1,funding_5,inst_trust_epa_1,inst_trust_nasa_1,inst_trust_noaa_1,inst_trust_uni_1,inst_trust_gov_1,policy_1_1,policy_2_1,policy_3_1,policy_4_1,trust_post_1,distrust_1,donation,newsletter,belief_post_1,concern_1_1,concern_2_1,concern_3_1,individual_meat_1,individual_transport_1,individual_solar_1,individual_fly_1,individual_talk_1,individual_donate_1,policy_general_1,policy_specific_1_1,policy_specific_2_1,policy_specific_3_1,policy_specific_4_1,policy_specific_5_1,policy_specific_6_1,policy_specific_7_1
p00455,Portrait Prof. Cherry,Male,1980,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Democrat,100,100,80,70,40,50,90,100,100,80,100,70,0,100,70,60,70,70,100,70,90,100,80,0,5,2,100,90,60,50,70,90,100,60,90,90,100,90,100,90,100,100,70,80
p00456,Peer-review,Female,1946,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,42,61,43,26,9,58,55,51,42,38,67,47,15,26,57,28,55,34,38,32,64,75,60,39,1,2,46,38,50,38,33,55,12,32,29,41,33,28,67,75,78,25,58,62
p00457,Portrait Prof. Cherry,Male,1964,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,80,30,60,70,50,60,50,30,70,80,50,70,70,30,50,90,40,40,60,50,50,50,50,10,1,2,20,30,20,20,60,20,30,30,10,10,60,20,40,50,10,10,20,40
p00458,Portrait Prof. Cherry,Male,1941,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,80,60,50,50,50,30,30,40,30,60,40,30,30,40,60,60,30,30,50,40,30,50,30,50,0,2,20,10,50,10,10,10,20,70,20,10,10,40,20,40,90,60,50,90
p00459,Measurement & modeling (1),Female,1993,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,50,75,25,50,75,0,25,0,0,100,50,50,25,25,75,25,0,50,50,50,50,50,25,50,6,2,100,50,25,25,50,50,25,50,0,50,0,50,0,75,75,0,75,50
p00460,Interview Prof. Sebille,Female,1964,Black / African American,High school diploma / GED,"$100,000 to $167,999",Democrat,100,80,85,90,10,80,95,85,80,70,70,75,20,60,65,75,100,75,85,50,75,70,95,5,4,1,90,65,85,95,80,35,85,55,85,75,100,20,70,85,90,35,65,80
p00461,Extreme weather predictions,Female,2005,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Democrat,14,43,41,38,25,20,48,61,49,25,57,30,84,15,53,56,37,43,60,16,59,31,37,54,4,2,73,46,75,73,55,52,64,50,36,51,58,54,42,51,78,23,44,72
p00462,Oil industry misinformation,Female,1973,Black / African American,Some college or Associate's degree,"Less than $30,000",Democrat,100,86,100,91,63,32,100,100,45,83,69,67,0,60,91,87,54,33,100,87,62,95,100,57,6,2,95,100,78,93,91,74,79,26,72,21,96,82,98,93,100,2,95,87
p00463,Measurement & modeling (2),Female,1994,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Democrat,95,100,85,90,95,85,75,95,85,95,85,55,50,40,80,95,70,75,60,85,50,50,80,15,0,1,55,65,80,65,70,45,90,55,95,15,60,40,45,75,95,40,65,65
p00464,High public trust,Male,1999,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,90,80,70,60,95,90,80,60,75,95,65,80,10,90,80,80,90,75,90,45,80,80,95,5,6,2,85,85,100,100,70,90,70,80,65,45,90,85,80,80,85,95,65,95
p00465,Interview Prof. Sebille,Male,1948,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,80,70,65,45,45,45,50,35,40,60,20,60,50,40,70,55,45,15,55,25,85,100,90,10,0,2,0,70,20,25,10,50,15,15,15,20,55,45,25,65,75,20,50,30
p00466,Measurement & modeling (1),Male,1974,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Republican,28,55,34,52,19,29,39,29,19,44,20,24,60,44,68,28,63,78,26,38,63,57,44,56,1,2,9,16,35,47,28,22,74,11,39,15,35,21,19,42,50,18,22,90
p00467,Interview Prof. Sebille,Male,1981,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,30,40,35,55,50,50,30,75,30,25,25,30,60,25,20,25,25,35,75,75,30,40,25,15,10,2,10,35,15,30,50,55,60,35,85,85,15,30,30,35,90,40,35,25
p00468,Social justice,Male,1974,Asian / Asian American,Master's degree / Professional degree,"$168,000 or more",Republican,50,55,30,35,35,90,35,30,35,25,50,25,40,10,25,60,30,35,45,55,25,50,50,30,4,1,55,25,60,25,20,35,20,70,15,25,20,45,40,85,35,25,60,40
p00469,Extreme weather predictions,Male,2007,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,100,78,100,88,100,82,97,100,75,100,100,97,15,80,96,56,65,97,65,89,83,75,98,12,9,2,100,100,77,82,92,100,74,95,92,73,65,77,74,94,50,91,97,88
p00470,Extreme weather predictions,Male,1981,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican,74,46,16,51,33,94,62,47,20,54,40,21,6,18,37,52,39,13,73,32,79,53,69,53,2,2,58,27,3,51,22,88,35,4,18,20,9,8,11,54,16,2,68,86
p00471,Interview Prof. Sebille,Female,1993,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,90,100,95,95,95,25,95,85,85,95,85,95,20,80,90,80,80,50,75,90,90,85,85,15,0,2,80,100,65,80,100,80,60,75,95,90,80,85,85,90,80,50,100,95
p00472,Interview Prof. Maraun,Male,1958,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,90,50,70,90,100,80,80,60,40,50,100,100,10,100,70,70,90,70,70,80,70,80,90,30,2,2,80,60,60,60,30,0,10,0,20,20,90,60,100,70,80,60,70,50
p00473,Peer-review,Male,1966,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat,60,80,80,60,70,90,90,90,80,70,50,20,40,40,80,90,40,20,60,90,60,80,100,20,6,1,60,60,30,50,90,40,100,30,90,80,60,70,90,50,100,90,70,90
p00474,Extreme weather predictions,Female,1969,Black / African American,High school diploma / GED,"$56,000 to $99,999",Democrat,70,70,60,90,50,100,60,80,60,80,80,20,0,70,70,70,40,60,80,70,80,90,70,30,4,2,80,50,30,40,50,90,30,80,90,100,40,50,70,90,60,0,70,60
p00475,Measurement & modeling (2),Male,1980,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Democrat,95,95,100,90,100,85,90,95,100,80,100,100,60,70,90,70,100,20,85,85,90,60,75,20,1,2,85,100,70,95,45,45,55,75,100,5,85,75,85,100,100,40,90,90
p00477,Social justice,Female,2004,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,60,60,60,30,60,10,60,50,60,30,30,20,40,10,50,60,50,60,60,10,60,50,40,60,4,2,60,30,40,10,50,30,20,30,50,40,20,20,10,40,60,20,60,40
p00478,Peer-review,Male,1960,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,10,20,30,10,30,20,50,10,40,50,80,20,70,10,40,40,30,20,60,30,30,40,30,60,1,2,10,20,20,10,50,30,10,30,10,20,20,30,20,30,40,20,20,50
p00480,Corporate reliance,Male,1988,White / Caucasian,Less than high school,"$30,000 to $55,999",Republican,0,5,10,20,10,20,15,75,5,30,10,15,0,5,5,30,15,0,30,15,35,55,5,90,2,2,50,20,10,15,20,15,35,5,5,40,10,10,50,40,25,15,95,80
p00481,Consensus,Female,1969,Black / African American,Bachelor's degree,"$56,000 to $99,999",Democrat,95,100,90,90,95,95,90,90,100,95,95,95,5,80,100,95,70,95,95,85,95,95,100,0,7,2,100,100,85,100,100,0,60,75,100,45,70,100,95,95,100,55,85,85
p00482,Measurement & modeling (1),Male,1979,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican,75,65,75,50,70,95,65,75,60,70,85,25,60,25,85,45,25,30,60,45,85,60,55,15,1,2,70,100,45,85,10,20,0,0,5,15,55,25,70,70,80,30,75,50
p00483,Consensus,Male,2001,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,100,90,90,100,100,80,90,80,70,50,10,100,30,70,70,80,90,70,80,100,100,70,60,20,7,2,80,100,90,70,0,40,60,40,90,30,80,80,90,90,60,60,70,90
p00484,Extreme weather predictions,Female,1955,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,75,85,80,90,90,75,80,90,85,90,65,85,15,65,90,75,65,50,75,85,85,80,80,30,1,2,80,80,90,75,30,90,45,35,75,15,75,65,85,90,80,60,80,80
p00485,Interview Prof. Sebille,Female,1972,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,70,90,50,60,90,60,60,70,60,40,70,50,20,50,70,70,60,50,70,70,90,30,90,10,10,2,90,50,60,50,60,40,30,40,70,30,60,80,60,50,60,30,60,80
p00486,Consensus,Male,1994,White / Caucasian,Doctorate degree / Ph.D.,"$168,000 or more",Republican,80,80,70,50,20,40,70,90,60,80,70,70,90,50,70,60,70,50,60,80,90,60,90,30,8,1,60,20,70,50,70,20,20,50,90,40,40,60,60,80,90,50,50,70
p00487,Peer-review,Male,2001,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,20,25,50,35,25,75,65,20,25,35,95,30,55,35,55,40,25,5,70,60,65,25,40,55,3,2,100,85,55,30,45,45,50,25,45,60,90,60,65,100,70,10,70,40
p00488,Former skeptics,Male,1944,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,30,20,40,50,30,40,30,50,30,20,30,30,10,10,30,0,0,0,60,10,30,40,30,70,4,2,40,10,40,10,20,20,10,30,20,20,0,40,20,20,40,10,30,30
p00489,Former skeptics,Female,1996,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,45,25,60,15,60,50,35,30,50,40,55,55,45,10,45,75,55,40,55,35,40,75,45,80,7,2,60,40,65,10,10,40,40,70,40,25,10,15,30,75,45,15,35,50
p00490,Measurement & modeling (1),Male,1980,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,30,10,30,10,70,40,30,20,20,40,20,40,40,10,10,30,20,0,30,10,10,70,50,90,4,2,40,20,40,20,30,30,40,20,30,40,20,40,50,0,80,20,30,60
p00491,Funding,Female,1996,Asian / Asian American,Master's degree / Professional degree,"$100,000 to $167,999",Republican,0,50,75,100,75,50,50,50,50,75,25,50,25,75,75,100,75,25,75,75,75,75,50,0,4,2,100,75,75,50,50,50,50,50,75,25,75,75,100,75,100,0,50,75
p00492,Social justice,Male,1974,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,55,0,60,55,40,10,45,35,60,5,40,25,85,5,60,25,35,10,90,80,100,65,40,35,2,2,65,50,75,40,45,35,30,35,15,45,85,50,40,80,100,30,75,80
p00493,Measurement & modeling (2),Female,1956,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,90,90,90,80,70,40,80,90,80,60,80,80,10,80,90,90,80,60,80,70,100,100,100,20,7,2,100,60,90,80,20,0,30,90,40,60,80,80,100,90,90,40,100,90
p00494,Peer-review,Female,1962,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,10,0,80,10,30,30,30,40,10,60,70,20,10,10,10,20,20,20,0,10,10,40,30,80,2,2,10,20,20,10,10,50,10,60,10,10,10,40,0,10,40,20,10,80
p00495,Interview Prof. Maraun,Female,1956,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,40,40,90,40,50,10,30,30,30,10,30,10,30,30,40,10,40,10,20,20,30,30,20,70,1,2,40,10,40,40,20,20,30,20,10,20,10,10,40,20,40,30,40,50
p00496,Peer-review,Male,2001,Black / African American,High school diploma / GED,"Less than $30,000",Republican,65,90,50,30,55,90,55,35,15,45,35,45,60,25,85,75,45,50,35,10,60,25,90,45,2,2,10,10,20,30,15,45,40,55,50,10,15,15,20,10,35,20,20,40
p00498,Scientist community helpers,Female,2000,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,20,10,0,10,20,0,0,0,0,10,10,0,20,0,60,10,50,10,40,30,60,100,20,100,1,1,100,70,60,20,80,10,10,10,30,0,60,30,90,80,30,10,0,70
p00499,Extreme weather predictions,Male,1993,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,100,93,88,100,100,93,96,91,94,73,65,100,31,60,83,77,86,74,63,96,89,89,100,0,2,2,98,100,100,92,62,88,65,98,100,8,100,90,85,93,91,22,91,96
p00500,Corporate reliance,Female,1990,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,75,25,50,25,50,25,50,50,50,50,25,100,25,50,50,50,75,50,50,50,50,75,25,50,5,2,75,50,50,25,25,25,25,25,25,50,50,50,75,75,75,25,50,50
p00502,Measurement & modeling (1),Male,1968,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,56,86,49,69,52,38,45,7,21,13,65,16,51,44,54,38,15,14,53,14,56,29,98,36,2,2,62,24,0,31,51,4,41,15,38,18,16,12,8,20,34,50,57,69
p00503,Measurement & modeling (2),Male,2000,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,100,60,60,100,100,80,50,50,90,40,100,70,0,50,100,80,90,30,100,50,100,100,100,10,4,2,100,100,90,100,90,90,70,100,80,10,100,100,90,90,100,50,100,50
p00504,Funding,Female,2002,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,45,45,55,85,45,80,45,60,50,20,70,25,35,45,40,65,55,55,90,65,80,80,55,40,0,1,85,80,75,55,70,85,35,30,55,30,85,65,70,80,70,45,85,80
p00505,Extreme weather predictions,Female,1996,Asian / Asian American,Bachelor's degree,"Less than $30,000",Republican,80,100,80,100,90,80,80,90,70,100,90,100,0,10,70,70,40,40,80,90,80,100,80,20,6,2,60,100,70,50,80,50,20,70,70,10,20,20,30,90,60,10,60,100
p00506,Corporate reliance,Female,1986,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,55,60,45,65,30,65,50,5,0,0,25,25,25,15,60,50,20,60,5,15,0,20,40,45,1,2,40,20,45,10,55,35,10,50,0,0,10,40,15,5,20,25,75,75
p00507,Social justice,Female,1999,Asian / Asian American,Bachelor's degree,"$56,000 to $99,999",Republican,51,26,19,19,47,53,52,59,28,16,32,31,62,25,42,38,28,37,84,50,8,55,75,35,2,2,21,31,48,15,58,30,20,39,9,27,34,37,34,45,39,36,51,20
p00509,Model accuracy,Male,1952,Hispanic / Latino,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,80,85,95,65,80,100,60,85,100,45,100,65,5,90,100,70,35,25,85,25,80,85,95,5,6,2,65,80,60,95,55,65,85,70,85,65,85,90,80,90,85,45,85,100
p00510,Interview Prof. Maraun,Female,1973,White / Caucasian,Doctorate degree / Ph.D.,"$100,000 to $167,999",Democrat,80,90,100,70,100,100,80,80,90,80,90,90,20,90,90,90,60,60,100,100,100,60,50,20,3,2,80,70,100,90,70,60,80,40,100,90,100,100,80,90,60,40,90,90
p00512,Measurement & modeling (1),Female,1950,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,50,40,40,50,50,30,40,30,50,50,40,40,20,10,50,30,50,30,50,40,60,40,60,30,2,2,70,60,30,40,20,70,10,40,20,20,50,60,50,60,80,20,60,70
p00513,Model accuracy,Male,2002,Black / African American,Bachelor's degree,"$56,000 to $99,999",Republican,53,43,54,25,27,50,36,46,31,40,41,66,34,23,53,32,51,18,56,49,54,30,46,58,0,2,16,44,12,29,32,27,34,34,68,19,19,74,57,40,51,14,57,28
p00515,Social justice,Male,2008,White / Caucasian,Less than high school,"$100,000 to $167,999",Independent,40,60,40,30,40,10,30,30,60,40,40,30,40,20,50,90,30,40,20,40,50,30,60,70,2,2,10,50,40,40,60,60,70,60,10,60,30,40,10,70,50,10,70,40
p00518,Scientist community helpers,Male,1965,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,60,80,90,65,55,10,95,50,65,5,60,55,35,20,85,45,55,10,30,5,80,30,95,80,1,2,30,0,5,10,25,50,30,35,20,25,25,5,25,5,45,5,5,15
p00520,Portrait Prof. Cherry,Male,1965,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,78,63,51,43,68,59,56,38,82,23,45,52,99,52,53,80,21,12,4,76,3,11,70,4,1,2,92,3,32,6,5,6,4,4,59,42,19,77,26,68,75,56,59,46
p00521,Former skeptics,Female,1951,Hispanic / Latino,Doctorate degree / Ph.D.,"$56,000 to $99,999",Democrat,95,90,85,90,65,90,90,85,85,65,90,40,15,95,65,55,45,95,100,80,90,90,90,15,9,2,90,95,85,80,75,75,25,65,60,35,45,65,85,85,100,70,65,90
p00522,Portrait Prof. Cherry,Female,1967,White / Caucasian,Master's degree / Professional degree,"Less than $30,000",Democrat,80,55,80,60,90,55,35,70,65,50,80,30,30,10,60,75,85,60,60,80,85,75,50,20,2,2,65,85,60,65,80,45,35,30,50,55,85,70,90,70,80,50,45,90
p00523,Interview Prof. Sebille,Male,1968,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Republican,0,30,30,0,20,20,50,20,10,20,10,10,10,20,40,20,10,10,20,40,60,20,50,90,0,2,0,30,10,10,10,10,20,10,10,20,20,40,50,30,40,10,0,30
p00526,Former skeptics,Male,1997,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican,85,95,60,60,35,100,90,30,75,45,55,40,5,55,0,75,80,45,50,95,95,5,60,60,4,2,80,45,45,10,20,55,5,35,20,20,60,95,10,40,95,55,30,65
p00527,Measurement & modeling (1),Female,1971,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Democrat,40,40,50,40,30,30,20,40,10,50,30,30,50,50,40,40,30,80,10,60,50,50,10,90,5,2,80,50,70,60,10,50,70,50,40,90,80,60,50,60,40,10,80,10
p00528,Interview Prof. Sebille,Male,1996,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,89,96,69,86,95,92,67,89,99,14,100,90,15,38,75,100,48,77,100,97,86,63,90,10,5,1,89,96,64,70,45,27,31,0,97,22,76,94,88,87,100,68,100,100
p00529,Peer-review,Female,1987,Asian / Asian American,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,90,60,50,85,90,45,85,70,90,40,65,50,40,65,60,80,85,70,65,90,65,90,70,15,5,2,85,70,65,75,75,65,55,90,75,25,80,80,90,85,75,75,75,30
p00530,Extreme weather predictions,Female,1991,Hispanic / Latino,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,70,60,65,50,80,90,70,80,80,85,90,55,15,90,65,85,90,60,50,75,65,70,55,25,9,1,80,80,80,75,45,60,45,55,75,75,85,85,50,65,45,65,70,70
p00531,Consensus,Male,1996,Black / African American,High school diploma / GED,"$30,000 to $55,999",Democrat,80,80,100,60,70,50,80,90,80,90,80,90,90,80,60,50,100,100,90,100,80,80,80,10,3,2,80,90,90,100,80,100,40,10,90,70,40,50,80,90,80,50,100,90
p00532,Peer-review,Female,1976,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Republican,95,85,90,95,80,20,80,65,100,90,45,100,5,65,5,45,10,15,45,20,70,65,85,10,7,1,55,25,0,45,30,55,75,0,45,0,75,15,100,25,80,0,65,25
p00533,Corporate reliance,Male,1980,Black / African American,Less than high school,"Less than $30,000",Democrat,55,40,85,40,55,45,80,55,60,50,45,60,30,55,85,90,55,35,60,70,55,50,10,90,2,2,70,45,85,55,55,25,10,85,40,40,70,30,65,85,60,60,60,70
p00535,Corporate reliance,Female,1994,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,60,80,90,60,80,80,90,80,80,60,80,60,30,90,50,60,80,50,80,50,90,80,90,40,1,1,90,80,80,40,40,70,40,60,80,70,70,90,80,90,80,90,90,80
p00536,High public trust,Male,1989,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,60,70,70,70,60,80,70,70,90,70,60,60,60,40,70,70,50,30,70,60,90,40,60,60,2,2,60,50,70,40,30,70,40,10,50,20,50,50,60,70,50,50,60,70
p00537,High public trust,Male,1994,White / Caucasian,Doctorate degree / Ph.D.,"$100,000 to $167,999",Republican,85,85,90,75,70,55,65,45,80,45,95,45,70,65,80,95,90,50,100,0,80,25,95,10,4,2,70,0,35,0,20,75,0,0,95,30,10,0,80,30,65,5,55,75
p00538,High public trust,Female,1983,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,20,20,0,60,20,0,20,30,40,40,30,100,40,50,20,20,40,40,70,50,80,50,20,40,9,2,60,10,20,40,80,30,30,40,50,20,20,20,20,60,20,30,30,100
p00539,Model accuracy,Male,1962,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,50,50,80,40,50,40,50,90,50,50,30,50,50,30,70,90,70,40,90,70,100,50,70,30,8,1,60,70,100,30,10,30,40,20,70,40,60,70,20,40,80,80,90,80
p00541,Corporate reliance,Male,1970,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,80,60,70,90,70,70,80,50,30,70,70,80,0,70,80,90,90,60,30,40,90,80,90,10,5,1,90,70,70,50,80,70,40,80,90,30,90,60,100,70,100,10,100,100
p00542,Corporate reliance,Female,1991,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,50,10,40,50,60,10,30,20,10,50,10,30,60,30,50,60,30,10,50,30,30,40,10,40,1,2,80,70,40,60,70,30,70,20,20,40,80,60,40,40,50,30,30,10
p00543,Interview Prof. Sebille,Female,1950,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Democrat,50,75,100,75,100,75,75,100,50,50,25,50,0,0,100,25,50,25,75,75,50,75,100,100,3,2,100,75,50,75,50,75,75,50,100,75,100,75,75,100,100,75,75,100
p00544,Consensus,Female,2006,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican,60,30,55,40,45,25,50,55,15,10,30,55,15,20,75,40,40,30,60,50,45,30,65,10,0,1,10,35,35,15,15,30,25,65,10,20,25,40,25,40,55,35,45,50
p00545,Oil industry misinformation,Female,1954,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,50,70,60,30,70,50,30,70,40,50,30,30,90,10,30,40,40,50,60,50,70,10,20,30,0,2,30,60,40,10,40,20,10,20,40,10,50,20,10,30,70,30,40,80
p00546,Model accuracy,Male,1971,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,50,90,90,20,30,45,20,30,5,35,50,45,40,5,65,30,25,20,45,70,70,80,20,50,1,2,20,20,20,0,35,5,40,35,20,5,50,20,5,10,45,15,30,45
p00547,Oil industry misinformation,Male,2002,White / Caucasian,Less than high school,"Less than $30,000",Independent,65,54,51,26,48,36,29,32,69,51,41,34,51,54,56,12,50,53,42,75,51,36,63,27,8,2,73,42,12,56,70,48,25,42,35,25,72,54,85,76,57,70,42,64
p00549,Portrait Prof. Cherry,Female,1968,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,65,80,80,80,75,95,0,65,95,5,60,5,95,40,65,85,45,30,55,55,70,75,65,20,2,2,50,70,45,30,50,0,10,40,50,15,45,80,60,100,45,60,45,80
p00550,Extreme weather predictions,Male,1977,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,65,60,50,50,40,50,55,55,65,55,25,35,45,25,65,30,50,20,55,75,70,25,70,15,1,1,50,60,35,30,35,10,10,40,65,10,40,35,30,30,70,25,75,75
p00551,Funding,Male,1962,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,29,50,37,30,25,32,53,49,54,22,38,40,75,19,48,58,62,10,28,16,63,41,41,63,1,2,35,21,14,20,18,31,11,66,13,56,24,21,28,11,43,22,23,53
p00552,Interview Prof. Sebille,Female,1957,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,40,70,30,50,40,30,60,30,30,40,80,60,80,20,40,20,50,60,60,40,60,60,90,60,0,2,40,30,20,30,30,40,20,20,20,10,40,30,40,60,60,30,20,30
p00553,Extreme weather predictions,Female,1994,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Independent,80,80,80,90,70,100,90,60,90,90,100,80,10,90,80,90,90,40,90,80,80,80,90,20,5,2,80,100,90,80,50,10,10,60,80,50,100,70,80,60,80,70,100,90
p00554,Measurement & modeling (1),Male,1954,Black / African American,High school diploma / GED,"$56,000 to $99,999",Democrat,50,70,60,55,45,70,70,40,70,60,75,85,20,65,55,80,75,55,65,65,90,90,60,70,1,2,65,30,60,80,10,50,30,10,25,20,65,60,45,65,70,65,75,55
p00555,Model accuracy,Male,1961,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,40,25,30,35,15,45,45,55,75,20,55,40,40,40,35,30,35,55,80,25,50,35,55,55,2,1,55,25,40,45,40,40,25,50,40,10,45,25,75,55,45,40,55,30
p00556,Measurement & modeling (1),Female,1978,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,100,85,95,50,70,60,35,35,35,30,15,5,95,45,40,0,35,30,85,65,100,80,90,40,3,1,90,5,0,35,0,40,60,80,0,10,45,5,95,55,30,15,0,75
p00558,High public trust,Female,1946,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,70,70,50,55,45,25,10,45,40,45,5,55,5,60,35,50,35,50,85,50,90,85,70,55,4,2,100,95,55,75,25,25,20,85,5,20,95,45,90,70,90,80,60,55
p00559,Scientist community helpers,Male,1959,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican,60,80,60,70,50,90,20,80,30,80,50,40,30,60,90,60,80,30,10,70,80,100,20,20,10,2,80,10,20,10,40,60,90,40,40,10,80,30,50,60,80,30,10,80
p00560,Extreme weather predictions,Male,1993,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Republican,70,90,70,80,100,90,70,80,60,100,90,100,0,90,70,70,100,50,100,10,90,60,100,30,4,2,70,60,90,90,30,30,0,30,100,40,90,10,80,20,90,40,80,100
p00561,Interview Prof. Sebille,Female,1993,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,100,100,66,88,88,87,100,97,86,89,100,55,55,94,97,76,75,0,98,92,100,92,95,10,9,2,100,77,93,100,69,72,56,35,93,29,96,50,93,73,96,60,97,100
p00562,Measurement & modeling (1),Female,1993,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Democrat,80,90,85,40,5,50,55,95,95,70,60,80,0,85,95,70,70,10,85,100,95,100,55,45,2,2,100,95,95,90,85,95,15,80,50,70,95,100,100,90,70,65,100,95
p00563,Interview Prof. Maraun,Female,2000,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,25,50,25,25,50,25,50,50,25,25,25,25,0,25,50,25,25,25,75,50,50,50,25,75,2,2,75,50,50,25,25,50,0,50,25,25,50,50,25,50,25,0,50,50
p00565,Social justice,Male,1966,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,90,100,100,90,60,100,80,60,100,80,90,100,50,80,100,100,70,60,100,80,100,100,100,10,2,2,90,60,90,80,100,70,20,10,80,70,80,90,100,100,70,70,80,90
p00567,Corporate reliance,Male,1998,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Democrat,85,85,90,95,75,70,65,65,85,85,90,65,80,15,40,80,85,5,65,55,80,65,50,55,9,2,65,85,80,45,95,85,45,35,65,75,50,65,70,80,70,95,100,90
p00568,Interview Prof. Maraun,Male,1954,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent,90,78,46,47,85,43,30,32,66,69,52,64,29,55,71,82,66,49,30,51,57,29,73,14,4,2,68,16,28,19,53,42,43,26,30,21,15,73,69,65,66,11,46,47
